,ticker,first_close,last_close,first_date,last_date,total_days,volume_threshold(%),pct_threshold(%),holding_days,sell-waiting_days,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar,final_account_value,total_trades,winners,win_rate(%),top_5_gainers(%),averge_max_return(%),averge_max_drawdown(%),top_5_losers(%),average_gain(%),average_loss(%),sell_hold_return(%),sell_hold_cagr%,sell_hold_max_drawdown(%),sell_hold_calmar
0,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,5,0,-50.01,-26.74,-0.53,53.8,19,13,68.42,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.6,-5.1,"[1.24, 1.72, 2.73, 5.51, 6.52]",-6.38,4.2,-74.1,-63.97,-88.12,-0.73
1,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,5,1,-43.71,-19.82,-0.45,64.4,19,10,52.63,"[-2.01, -2.47, -2.54, -3.26, -3.57]",2.47,-4.45,"[0.14, 0.47, 1.03, 1.54, 1.77]",-5.48,1.84,-74.1,-63.97,-88.12,-0.73
2,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,5,5,-53.84,-27.93,-0.52,52.08,15,10,66.67,"[-0.37, -0.63, -1.41, -2.69, -3.46]",3.8,-7.61,"[2.23, 2.25, 8.09, 11.18, 11.63]",-9.6,7.08,-74.1,-63.97,-88.12,-0.73
3,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,5,10,-26.21,-13.1,-0.5,75.6,13,7,53.85,"[-0.49, -5.74, -5.82, -6.75, -9.32]",2.91,-4.66,"[0.67, 1.54, 3.9, 5.39, 7.51]",-7.49,4.49,-74.1,-63.97,-88.12,-0.73
4,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,5,0,-50.01,-26.74,-0.53,53.8,19,13,68.42,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.6,-5.1,"[1.24, 1.72, 2.73, 5.51, 6.52]",-6.38,4.2,-74.1,-63.97,-88.12,-0.73
5,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,5,1,-43.71,-19.82,-0.45,64.4,19,10,52.63,"[-2.01, -2.47, -2.54, -3.26, -3.57]",2.47,-4.45,"[0.14, 0.47, 1.03, 1.54, 1.77]",-5.48,1.84,-74.1,-63.97,-88.12,-0.73
6,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,5,5,-53.84,-27.93,-0.52,52.08,15,10,66.67,"[-0.37, -0.63, -1.41, -2.69, -3.46]",3.8,-7.61,"[2.23, 2.25, 8.09, 11.18, 11.63]",-9.6,7.08,-74.1,-63.97,-88.12,-0.73
7,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,5,10,-26.21,-13.1,-0.5,75.6,13,7,53.85,"[-0.49, -5.74, -5.82, -6.75, -9.32]",2.91,-4.66,"[0.67, 1.54, 3.9, 5.39, 7.51]",-7.49,4.49,-74.1,-63.97,-88.12,-0.73
8,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,5,0,-39.18,-18.7,-0.48,66.21,17,11,64.71,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.82,-4.5,"[1.24, 1.72, 2.73, 5.51, 6.52]",-5.68,4.2,-74.1,-63.97,-88.12,-0.73
9,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,5,1,-33.59,-12.88,-0.38,75.99,17,8,47.06,"[-2.01, -2.47, -2.54, -3.57, -4.44]",2.73,-3.99,"[0.14, 0.47, 1.03, 1.54, 1.77]",-4.76,1.84,-74.1,-63.97,-88.12,-0.73
10,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,5,5,-52.19,-26.65,-0.51,53.94,14,9,64.29,"[-0.37, -0.63, -1.41, -3.46, -6.2]",4.07,-7.57,"[2.23, 2.25, 8.09, 11.18, 11.63]",-10.37,7.08,-74.1,-63.97,-88.12,-0.73
11,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,5,10,-17.93,-7.56,-0.42,85.52,12,6,50,"[-0.49, -5.74, -5.82, -6.75, -9.32]",3.16,-4.08,"[0.67, 1.54, 3.9, 5.39, 7.51]",-6.8,4.49,-74.1,-63.97,-88.12,-0.73
12,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,5,0,-38.17,-14.98,-0.39,72.38,14,9,64.29,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.82,-4.28,"[1.24, 1.72, 2.73, 5.51, 6.52]",-5.1,3.54,-74.1,-63.97,-88.12,-0.73
13,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,5,1,-24.37,-6.08,-0.25,88.26,14,6,42.86,"[-2.01, -2.47, -2.54, -3.57, -4.44]",2.86,-3.54,"[0.14, 0.47, 1.03, 1.54, 1.77]",-3.32,1.69,-74.1,-63.97,-88.12,-0.73
14,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,5,5,-28.11,-6.69,-0.24,87.12,12,7,58.33,"[-0.37, -0.63, -1.41, -3.46, -6.2]",4.75,-4.55,"[2.23, 2.25, 8.09, 11.18, 11.63]",-5.99,7.08,-74.1,-63.97,-88.12,-0.73
15,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,5,10,-10.13,-1.69,-0.17,96.67,11,5,45.45,"[-0.49, -5.74, -5.82, -6.75, -9.32]",3.44,-3.3,"[0.67, 1.54, 3.9, 5.39, 7.51]",-5.62,4.49,-74.1,-63.97,-88.12,-0.73
16,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,5,0,-10.84,-5.6,-0.52,89.16,2,2,100,"[-3.41, -7.44]",0,-6.19,[],-5.43,,-74.1,-63.97,-88.12,-0.73
17,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,5,1,-8.27,-1.14,-0.14,97.74,2,1,50,[-2.54],0.77,-4.96,[1.54],-2.54,1.54,-74.1,-63.97,-88.12,-0.73
18,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,5,5,-4.56,9.18,2.01,119.13,2,1,50,[-0.37],10.75,-0.18,[17.37],-0.37,17.37,-74.1,-63.97,-88.12,-0.73
19,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,5,10,-16.04,-5.67,-0.35,89.02,2,2,100,"[-5.02, -5.74]",1.46,-7.06,[],-5.38,,-74.1,-63.97,-88.12,-0.73
20,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,5,0,-21.66,-8.21,-0.38,84.31,6,5,83.33,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.54,-4.1,[1.72],-3.33,1.72,-74.1,-63.97,-88.12,-0.73
21,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,5,1,-15.6,-1.74,-0.11,96.57,6,2,33.33,"[-2.54, -3.57]",3.31,-3.28,"[0.14, 0.47, 1.03, 3.64]",-3.06,1.32,-74.1,-63.97,-88.12,-0.73
22,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,5,5,-26.05,-2.92,-0.11,94.26,6,3,50,"[-0.37, -0.63, -21.97]",5.17,-4.62,"[2.25, 8.09, 11.63]",-7.66,7.32,-74.1,-63.97,-88.12,-0.73
23,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,5,10,-17.31,-5.39,-0.31,89.55,5,3,60,"[-5.74, -5.82, -6.75]",2.71,-4.74,"[1.54, 7.51]",-6.1,4.53,-74.1,-63.97,-88.12,-0.73
24,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,5,0,-21.66,-8.21,-0.38,84.31,6,5,83.33,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.54,-4.1,[1.72],-3.33,1.72,-74.1,-63.97,-88.12,-0.73
25,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,5,1,-15.6,-1.74,-0.11,96.57,6,2,33.33,"[-2.54, -3.57]",3.31,-3.28,"[0.14, 0.47, 1.03, 3.64]",-3.06,1.32,-74.1,-63.97,-88.12,-0.73
26,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,5,5,-26.05,-2.92,-0.11,94.26,6,3,50,"[-0.37, -0.63, -21.97]",5.17,-4.62,"[2.25, 8.09, 11.63]",-7.66,7.32,-74.1,-63.97,-88.12,-0.73
27,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,5,10,-17.31,-5.39,-0.31,89.55,5,3,60,"[-5.74, -5.82, -6.75]",2.71,-4.74,"[1.54, 7.51]",-6.1,4.53,-74.1,-63.97,-88.12,-0.73
28,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,5,0,-21.66,-8.21,-0.38,84.31,6,5,83.33,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.54,-4.1,[1.72],-3.33,1.72,-74.1,-63.97,-88.12,-0.73
29,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,5,1,-15.6,-1.74,-0.11,96.57,6,2,33.33,"[-2.54, -3.57]",3.31,-3.28,"[0.14, 0.47, 1.03, 3.64]",-3.06,1.32,-74.1,-63.97,-88.12,-0.73
30,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,5,5,-26.05,-2.92,-0.11,94.26,6,3,50,"[-0.37, -0.63, -21.97]",5.17,-4.62,"[2.25, 8.09, 11.63]",-7.66,7.32,-74.1,-63.97,-88.12,-0.73
31,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,5,10,-17.31,-5.39,-0.31,89.55,5,3,60,"[-5.74, -5.82, -6.75]",2.71,-4.74,"[1.54, 7.51]",-6.1,4.53,-74.1,-63.97,-88.12,-0.73
32,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,5,0,-21.66,-8.21,-0.38,84.31,6,5,83.33,"[-1.33, -3.18, -3.4, -3.41, -5.33]",2.54,-4.1,[1.72],-3.33,1.72,-74.1,-63.97,-88.12,-0.73
33,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,5,1,-15.6,-1.74,-0.11,96.57,6,2,33.33,"[-2.54, -3.57]",3.31,-3.28,"[0.14, 0.47, 1.03, 3.64]",-3.06,1.32,-74.1,-63.97,-88.12,-0.73
34,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,5,5,-26.05,-2.92,-0.11,94.26,6,3,50,"[-0.37, -0.63, -21.97]",5.17,-4.62,"[2.25, 8.09, 11.63]",-7.66,7.32,-74.1,-63.97,-88.12,-0.73
35,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,5,10,-17.31,-5.39,-0.31,89.55,5,3,60,"[-5.74, -5.82, -6.75]",2.71,-4.74,"[1.54, 7.51]",-6.1,4.53,-74.1,-63.97,-88.12,-0.73
36,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,5,0,-4.85,-1.79,-0.37,96.47,1,1,100,[-3.41],0,-4.91,[],-3.41,,-74.1,-63.97,-88.12,-0.73
37,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,5,1,-4.52,-1.37,-0.3,97.29,1,1,100,[-2.54],0,-4.55,[],-2.54,,-74.1,-63.97,-88.12,-0.73
38,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,5,5,-4.56,-0.29,-0.06,99.42,1,1,100,[-0.37],4.13,-0.37,[],-0.37,,-74.1,-63.97,-88.12,-0.73
39,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,5,10,-8.61,-3.07,-0.36,93.98,1,1,100,[-5.74],2.92,-5.74,[],-5.74,,-74.1,-63.97,-88.12,-0.73
40,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
41,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
42,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
43,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
44,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
45,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
46,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
47,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
48,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
49,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
50,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
51,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
52,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
53,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
54,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
55,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
56,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
57,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
58,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
59,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
60,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
61,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
62,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
63,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
64,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
65,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
66,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
67,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
68,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
69,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
70,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
71,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
72,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
73,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
74,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
75,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
76,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
77,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
78,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
79,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
80,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
81,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
82,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
83,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
84,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
85,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
86,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
87,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
88,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
89,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
90,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
91,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
92,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
93,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
94,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
95,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
96,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,5,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
97,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,5,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
98,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,5,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
99,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,5,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
100,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,10,0,-66.4,-37.51,-0.56,39.2,15,8,53.33,"[-2.97, -3.79, -6.58, -13.06, -13.7]",5.19,-9.99,"[0.73, 1.1, 1.36, 5.16, 5.71]",-14,4.33,-74.1,-63.97,-88.12,-0.73
101,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,10,1,-55.87,-27.88,-0.5,52.16,14,9,64.29,"[-0.8, -3.02, -3.71, -3.76, -5.63]",5.01,-8.2,"[2.37, 4.3, 5.21, 7.68, 11.45]",-9.35,6.2,-74.1,-63.97,-88.12,-0.73
102,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,10,5,-47.5,-23.27,-0.49,59,14,9,64.29,"[-2.05, -3.45, -6.14, -7.42, -8.45]",5.12,-7.95,"[2.89, 4.06, 8.09, 12.99, 18.2]",-9.88,9.25,-74.1,-63.97,-88.12,-0.73
103,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,10,10,-61.12,-37.76,-0.62,38.88,12,9,75,"[-1.27, -4.97, -6.9, -8.27, -9.73]",4.51,-13.08,"[4.13, 9.72, 15.46]",-13.01,9.77,-74.1,-63.97,-88.12,-0.73
104,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,10,0,-66.4,-37.51,-0.56,39.2,15,8,53.33,"[-2.97, -3.79, -6.58, -13.06, -13.7]",5.19,-9.99,"[0.73, 1.1, 1.36, 5.16, 5.71]",-14,4.33,-74.1,-63.97,-88.12,-0.73
105,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,10,1,-55.87,-27.88,-0.5,52.16,14,9,64.29,"[-0.8, -3.02, -3.71, -3.76, -5.63]",5.01,-8.2,"[2.37, 4.3, 5.21, 7.68, 11.45]",-9.35,6.2,-74.1,-63.97,-88.12,-0.73
106,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,10,5,-47.5,-23.27,-0.49,59,14,9,64.29,"[-2.05, -3.45, -6.14, -7.42, -8.45]",5.12,-7.95,"[2.89, 4.06, 8.09, 12.99, 18.2]",-9.88,9.25,-74.1,-63.97,-88.12,-0.73
107,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,10,10,-61.12,-37.76,-0.62,38.88,12,9,75,"[-1.27, -4.97, -6.9, -8.27, -9.73]",4.51,-13.08,"[4.13, 9.72, 15.46]",-13.01,9.77,-74.1,-63.97,-88.12,-0.73
108,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,10,0,-61.16,-32.79,-0.54,45.31,14,7,50,"[-2.97, -3.79, -6.58, -13.06, -15.0]",5.56,-9.29,"[0.73, 1.1, 1.36, 5.16, 5.71]",-14.05,4.33,-74.1,-63.97,-88.12,-0.73
109,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,10,1,-50.41,-23.53,-0.47,58.61,13,8,61.54,"[-0.8, -3.02, -3.71, -3.76, -5.63]",5.35,-7.94,"[2.37, 4.3, 5.21, 7.68, 11.45]",-9.15,6.2,-74.1,-63.97,-88.12,-0.73
110,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,10,5,-38.49,-16.93,-0.44,69.12,13,8,61.54,"[-2.05, -3.45, -6.14, -7.42, -8.45]",5.52,-7.43,"[2.89, 4.06, 8.09, 12.99, 18.2]",-9.28,9.25,-74.1,-63.97,-88.12,-0.73
111,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,10,10,-55,-33.03,-0.6,45,10,7,70,"[-1.27, -4.97, -6.9, -9.73, -19.33]",4.36,-12.82,"[4.13, 4.93, 9.72]",-13,6.26,-74.1,-63.97,-88.12,-0.73
112,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,10,0,-40.03,-14.66,-0.37,72.92,12,5,41.67,"[-2.97, -3.79, -6.58, -13.06, -23.6]",5.78,-6.81,"[0.73, 1.1, 1.36, 5.16, 5.71]",-10,4.33,-74.1,-63.97,-88.12,-0.73
113,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,10,1,-39.46,-15.47,-0.39,71.55,12,7,58.33,"[-0.8, -3.02, -3.71, -3.76, -5.63]",5.8,-6.85,"[2.37, 4.3, 5.21, 7.68, 11.45]",-7.47,6.2,-74.1,-63.97,-88.12,-0.73
114,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,10,5,-32.81,-8.26,-0.25,84.22,12,7,58.33,"[-2.05, -3.45, -6.14, -7.42, -8.45]",5.98,-6.32,"[2.89, 4.06, 8.09, 12.99, 18.2]",-7.63,9.25,-74.1,-63.97,-88.12,-0.73
115,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,10,10,-42.31,-23.89,-0.56,58.05,9,6,66.67,"[-1.27, -4.97, -6.9, -9.73, -19.33]",4.47,-10.7,"[4.13, 4.93, 9.72]",-11.3,6.26,-74.1,-63.97,-88.12,-0.73
116,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,10,0,-11.79,3.07,0.26,106.22,2,1,50,[-3.79],6.04,-6.19,[11.22],-3.79,11.22,-74.1,-63.97,-88.12,-0.73
117,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,10,1,-11.92,1.24,0.1,102.49,2,1,50,[-5.63],7.07,-5.5,[9.72],-5.63,9.72,-74.1,-63.97,-88.12,-0.73
118,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,10,5,-10.31,2.99,0.29,106.05,2,1,50,[-6.14],10.75,-3.07,[13.22],-6.14,13.22,-74.1,-63.97,-88.12,-0.73
119,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,10,10,-19.05,-8.8,-0.46,83.24,2,2,100,"[-1.27, -16.43]",1.46,-11.09,[],-8.85,,-74.1,-63.97,-88.12,-0.73
120,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,10,0,-31.88,-10.89,-0.34,79.47,6,3,50,"[-2.97, -3.79, -23.6]",4.88,-8.1,"[1.1, 5.16, 8.62]",-10.12,4.96,-74.1,-63.97,-88.12,-0.73
