Date,Open,High,Low,Close,Volume,ticker,change%,avg_20_days_volume,volume%,buyhold_account_value,row_key,account_value,account_cum_max,drawdown,volume_threshold%,pct_threshold%,holding_days,sell_condition,sell_signal,sell_waiting_days,waiting_days_count,actual_sell,holding_days_count,block_identifier,buy_signal,pct_change,max_drawdown,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar
2018-04-04,16.85,19.22,16.8,19.13,298.45,TSLA,7.26,144.03,107.22,89.52,64,103.45,118.61,-12.78,20,-2,15,False,False,0,0,False,14,2,False,7.26,-13.52,-86.36,-18.75,-0.22
2018-04-05,19.29,20.42,19.21,20.38,286.82,TSLA,6.54,154.61,85.51,95.38,65,96.68,118.61,-18.49,20,-2,15,False,False,0,0,False,15,2,True,6.54,-18.49,-86.36,-18.75,-0.22
2018-04-06,20.07,20.62,19.7,19.95,202.8,TSLA,-2.1,162.08,25.13,93.38,66,96.68,118.61,-18.49,20,-2,15,True,True,0,0,True,0,3,False,0.0,-18.49,-86.36,-18.75,-0.22
2018-04-09,20.02,20.63,19.28,19.31,153.75,TSLA,-3.22,165.63,-7.18,90.37,67,99.79,118.61,-15.87,20,-2,15,False,False,0,0,False,1,3,False,-3.22,-18.49,-86.36,-18.75,-0.22
2018-04-10,19.93,20.47,19.58,20.31,164.85,TSLA,5.19,167.68,-1.69,95.06,68,94.61,118.61,-20.24,20,-2,15,False,False,0,0,False,2,3,False,5.19,-20.24,-86.36,-18.75,-0.22
2018-04-11,20.05,20.6,19.98,20.06,112.24,TSLA,-1.24,168.82,-33.51,93.89,69,95.78,118.61,-19.25,20,-2,15,False,False,0,0,False,3,3,False,-1.24,-20.24,-86.36,-18.75,-0.22
2018-04-12,20.15,20.26,19.58,19.61,114.13,TSLA,-2.28,168.55,-32.29,91.75,70,97.96,118.61,-17.41,20,-2,15,False,False,0,0,False,4,3,False,-2.28,-20.24,-86.36,-18.75,-0.22
2018-04-13,20.24,20.26,19.73,20.02,109.91,TSLA,2.13,169.12,-35.01,93.7,71,95.88,118.61,-19.17,20,-2,15,False,False,0,0,False,5,3,False,2.13,-20.24,-86.36,-18.75,-0.22
2018-04-16,19.93,19.98,19.27,19.41,95.08,TSLA,-3.04,169.29,-43.84,90.85,72,98.79,118.61,-16.71,20,-2,15,False,False,0,0,False,6,3,False,-3.04,-20.24,-86.36,-18.75,-0.22
2018-04-17,19.26,19.48,18.83,19.18,105.0,TSLA,-1.21,168.92,-37.84,89.75,73,99.99,118.61,-15.7,20,-2,15,False,False,0,0,False,7,3,False,-1.21,-20.24,-86.36,-18.75,-0.22
2018-04-18,19.41,20.02,19.21,19.56,98.37,TSLA,1.97,170.27,-42.23,91.52,74,98.02,118.61,-17.36,20,-2,15,False,False,0,0,False,8,3,False,1.97,-20.24,-86.36,-18.75,-0.22
2018-04-19,19.41,20.07,19.24,20.01,91.36,TSLA,2.29,170.37,-46.38,93.62,75,95.77,118.61,-19.26,20,-2,15,False,False,0,0,False,9,3,False,2.29,-20.24,-86.36,-18.75,-0.22
2018-04-20,19.68,20.0,19.32,19.35,84.42,TSLA,-3.28,170.88,-50.6,90.55,76,98.91,118.61,-16.61,20,-2,15,False,False,0,0,False,10,3,False,-3.28,-20.24,-86.36,-18.75,-0.22
