,ticker,first_close,last_close,first_date,last_date,total_days,volume_threshold(%),pct_threshold(%),holding_days,buy-waiting_days,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar,final_account_value,total_trades,winners,win_rate(%),top_5_gainers(%),averge_max_return(%),averge_max_drawdown(%),top_5_losers(%),average_gain(%),average_loss(%),buy_hold_return(%),buy_hold_cagr%,buy_hold_max_drawdown(%),buy_hold_calmar
387,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,20,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
388,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,20,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
389,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,20,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
390,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,20,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
391,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,20,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
392,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,20,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
393,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,20,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
394,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,20,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
395,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,20,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
396,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,20,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
397,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,20,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
398,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,20,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
399,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,20,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
